FILE CREATED: 18/05/2022 16:51:44
Stitching:     KKB0017828_TruPro_PBS_salt-abs_cut_smooth_ip_Lake_DSM + BBY0045898_TruPro_PBS_subMT
Normalization:     1.3650195 * KKB0017828_TruPro_PBS_salt-abs_cut_smooth_ip_Lake_DSM
The 6 columns are | Q (1/A) | I(Q) (1/cm) | std. dev. I(Q) (1/cm) | sigmaQ | meanQ | ShadowFactor|
    3.59745e-05       213083327      2134874.52     3.59745e-07     3.59745e-05               1
    4.31694e-05       147422969      1698004.88     4.31694e-07     4.31694e-05               1
   5.180328e-05      87985516.1      1170355.13    5.180328e-07    5.180328e-05               1
  6.2163936e-05      56455495.8      852565.397   6.2163936e-07   6.2163936e-05               1
 7.45967232e-05      33860658.2      596247.133  7.45967232e-07  7.45967232e-05               1
 8.95160678e-05      20194012.8      422146.371  8.95160678e-07  8.95160678e-05               1
 0.000107419281      11777808.1      286211.265  1.07419281e-06  0.000107419281               1
 0.000128903138      7337227.91      204829.842  1.28903138e-06  0.000128903138               1
 0.000154683765      4710905.25      140707.117  1.54683765e-06  0.000154683765               1
 0.000185620518      2918564.61      89272.7751  1.85620518e-06  0.000185620518               1
 0.000222744622      1835910.17      56561.9205  2.22744622e-06  0.000222744622               1
 0.000267293546      1203334.41      37816.5827  2.67293546e-06  0.000267293546               1
 0.000320752256      751657.822      23155.2903  3.20752256e-06  0.000320752256               1
 0.000384902707      471462.157      14575.2217  3.84902707e-06  0.000384902707               1
 0.000461883248      287887.857      9014.15183  4.61883248e-06  0.000461883248               1
 0.000554259898      173570.159      5388.20829  5.54259898e-06  0.000554259898               1
 0.000665111877      102628.381      3260.58435  6.65111877e-06  0.000665111877               1
 0.000798134253      58384.2391      1799.74221  7.98134253e-06  0.000798134253               1
 0.000957761103      33548.6411      1040.00428  9.57761103e-06  0.000957761103               1
  0.00114931332      19791.1606      645.081711  1.14931332e-05   0.00114931332               1
  0.00137917599      11833.9072      380.481131  1.37917599e-05   0.00137917599               1
  0.00165501119      7209.27123      241.787721  1.65501119e-05   0.00165501119               1
  0.00198601342      4378.11511      149.174528  1.98601342e-05   0.00198601342               1
  0.00238321611      2663.64745        93.02065  2.38321611e-05   0.00238321611               1
        0.00263       2107.9729      10.8628762      0.00069601         0.00263               1
  0.00285985933      1617.46048      61.5722943  2.85985933e-05   0.00285985933               1
        0.00289       1628.4351      5.65321945      0.00069698         0.00289               1
        0.00318      1197.53516      4.31060057      0.00069821         0.00318               1
   0.0034318312       956.86383      37.9487303   3.4318312e-05    0.0034318312               1
        0.00349        937.0793      3.54120654      0.00069965         0.00349               1
        0.00384       701.88805      2.65684011      0.00070141         0.00384               1
  0.00411819743      561.476555      25.0434676  4.11819743e-05   0.00411819743               1
        0.00423       532.62436      2.09636499      0.00070355         0.00423               1
        0.00465        402.5319      1.66396292      0.00070612         0.00465               1
  0.00494183692      350.040655      18.5861263  4.94183692e-05   0.00494183692               1
        0.00512       304.70691      1.30330524      0.00070922         0.00512               1
        0.00563       228.58541       1.0349682      0.00071294         0.00563               1
  0.00593020431      231.789038      15.0313076  5.93020431e-05   0.00593020431               1
        0.00619       176.52551      0.83900289       0.0007174         0.00619               1
        0.00681        132.3979      0.62970109      0.00072279         0.00681               1
  0.00711624517      161.637014      12.7663764  7.11624517e-05   0.00711624517               1
        0.00749       100.22396      0.52037174      0.00072926         0.00749               1
        0.00824        77.23605      0.40587776      0.00073699         0.00824               1
        0.00906        60.00567      0.32473419      0.00074627         0.00906               1
        0.00997        48.10331      0.26638949      0.00075733         0.00997               1
        0.01097        38.45757       0.2167853      0.00077049         0.01097               1
        0.01206        30.90971      0.17549329      0.00078612         0.01206               1
        0.01327        25.42324      0.15200733      0.00080457         0.01327               1
        0.01459        21.20383      0.12542392      0.00087935         0.01459               1
        0.01605        17.73985       0.1040703      0.00095949         0.01605               1
        0.01766        14.83573      0.09045377       0.0010456         0.01766               1
        0.01943        12.32727      0.08941938      0.00113918         0.01943               1
        0.02137         10.4568      0.09282244      0.00129515         0.02137               1
        0.02351         9.06027      0.08497215      0.00148697         0.02351               1
        0.02586         7.19925      0.06965949      0.00157003         0.02586               1
        0.02844         5.89675      0.05767448      0.00161266         0.02844               1
        0.03129         4.78273      0.04558865      0.00166264         0.03129               1
        0.03441         3.83763      0.03498314      0.00172173         0.03441               1
        0.03786         3.12766      0.02979192      0.00179051         0.03786               1
        0.04164         2.58974      0.02388116      0.00186999         0.04164               1
         0.0458         2.22287      0.01783975      0.00196141          0.0458               1
        0.05039         1.96606       0.0142013      0.00206698         0.05039               1
        0.05542         1.74826      0.01185842      0.00218775         0.05542               1
        0.06097         1.61441      0.00991784      0.00232583         0.06097               1
        0.06706         1.52871      0.00861679      0.00248274         0.06706               1
        0.07377         1.42284      0.00744559       0.0026601         0.07377               1
        0.08115         1.37383      0.00655188      0.00285975         0.08115               1
        0.08926         1.32225      0.00569002      0.00310228         0.08926               1
        0.09819         1.29832       0.0051065      0.00336946         0.09819               1
        0.10801         1.26647      0.00463667      0.00366298         0.10801               1
        0.11881         1.24441      0.00453558      0.00397975         0.11881               1
        0.13069         1.21992      0.00448617      0.00434454         0.13069               1
        0.14375         1.20521      0.00438389      0.00474397         0.14375               1
        0.15813         1.20189      0.00434804      0.00520203         0.15813               1
        0.17394         1.19996      0.00382156      0.00568187         0.17394               1
        0.19134          1.1787       0.0034214      0.00619978         0.19134               1
        0.21047         1.16786      0.00307869      0.00676857         0.21047               1
        0.23152         1.16349      0.00298324      0.00739757         0.23152               1
        0.25467          1.1584      0.00344461      0.00809401         0.25467               1
        0.28014         1.14238      0.00521113      0.00883244         0.28014               1
